"Model.Year","Type","MPG","Weight","Horsepower","Acceleration","CO2"
1994,"SUV",15.71893,3738.142,190.3588,8.8325,565.3691
1995,"SUV",15.96979,3667.706,182.9713,9.2218,556.4881
1996,"SUV",15.72441,3810.51,197.537,9.3769,565.1724
1997,"SUV",16.28152,3796.512,179.7235,9.943,545.8334
1998,"SUV",15.52383,4144.393,194.6405,10.1571,572.4748
1999,"SUV",15.43646,4327.089,208.1136,9.9304,575.7148
2000,"SUV",15.49397,4252.801,208.091,9.4141,573.578
2001,"SUV",15.45177,4299.17,205.3881,9.3848,575.1443
2002,"SUV",15.67492,4380.651,216.9837,9.3103,566.9565
2003,"SUV",16.48374,4355.43,216.7617,9.1165,539.1375
2004,"SUV",16.36655,4291.731,221.1798,9.0117,542.9977
2005,"SUV",15.96825,4544.561,224.9369,9.0416,557.4688
2006,"SUV",16.00323,4622.801,228.678,9.1431,556.1292
2007,"SUV",17.25778,4431.563,218.1792,9.3111,515.2626
2008,"SUV",17.78901,4397.328,217.1057,9.4052,499.7971
2009,"SUV",18.14624,4351.445,216.9339,9.043,489.7432
2010,"SUV",18.4858,4274.22,210.6088,9.235,480.7473
2011,"SUV",19.05637,4471.993,245.0184,8.774,466.3531
2012,"SUV",18.88725,4517.467,268.414,8.2607,470.5291
2013,"SUV",18.99036,4537.301,279.0893,8.0204,467.9742
2014,"SUV",20.27046,4508.163,266.5273,7.8682,438.4212
2015,"SUV",20.57873,4443.332,263.3043,7.8525,432.3185
2016,"SUV",21.27157,4242.682,246.2778,8.0863,417.9594
2017,"SUV",21.02616,4411.514,260.8852,7.8816,422.6639
2018,"SUV",21.64353,4413.376,259.5421,7.7842,410.7652
2019,"SUV",22.3687,4380.404,260.7332,7.6036,397.2966
2020,"SUV",22.03362,4476.7,263.5702,7.661,403.6598
2021,"SUV",22.13507,4624.188,273.261,7.3762,399.7241
2000,"SUV",16.57263,5500,230.5689,10.0193,536.2456
2001,"SUV",16.82251,5500,230.9942,10.0116,528.2803
2002,"SUV",15.36176,5000,237.4247,9.4656,578.5144
2003,"SUV",15.0693,5138.257,243.3638,9.2846,589.742
2004,"SUV",14.98779,5534.652,246.2012,9.6066,592.9492
2005,"SUV",14.89961,5047.569,251.9371,8.9747,596.4587
2006,"SUV",16.80824,5005.102,275.9587,8.0004,528.7289
2007,"SUV",16.18916,5290.103,302.5617,7.9272,554.0945
2008,"SUV",16.64729,5478.468,298.2865,8.293,544.3229
2009,"SUV",16.6677,5385.282,295.3697,8.0743,542.0445
2010,"SUV",17.16722,5120.564,284.1114,8.0306,522.4976
2011,"SUV",16.96563,5302.199,288.0463,8.1302,531.4693
2012,"SUV",18.38559,5287.111,294.5182,8.0757,493.858
2013,"SUV",19.20495,5265.962,319.208,7.5493,469.9798
2014,"SUV",19.32331,5242.747,316.941,7.604,468.0902
2015,"SUV",20.39211,5018.589,299.6858,7.7131,440.6417
2016,"SUV",20.27702,5098.333,309.6456,7.4723,440.1028
2017,"SUV",19.95483,5224.758,313.3708,7.2755,445.2211
2018,"SUV",20.82695,4990.65,305.3388,7.289,426.2714
2019,"SUV",20.91722,5000.356,296.7936,7.1256,422.5769
2020,"SUV",21.83532,4980.916,294.437,7.0115,406.574
2021,"SUV",21.95702,4990.944,318.8134,6.7611,404.7452
1978,"Truck",23.215,2500,67,15.98,382.8128
1979,"Truck",23.45541,2500,67,18.2854,378.8891
1980,"Truck",22.19262,2500,67,18.6677,400.4483
1981,"Truck",24.10268,2500,71,17.727,368.7141
1982,"Truck",25.34885,2500,74.4594,18.3065,350.5879
1983,"Truck",25.06296,2512.933,74.0864,17.2021,354.5871
1984,"Truck",25.26556,2514.398,74.2094,16.9593,351.7436
1985,"Truck",25.15281,2500,73,16.708,353.3203
1986,"Truck",25.40069,2500,73,15.9138,349.8723
1987,"Truck",25.12574,2500,73,16.1494,353.701
2003,"Truck",21.01812,3858.579,165,10.5228,422.8256
2004,"Truck",20.31885,4000,187.0109,10.0583,437.3771
2005,"Truck",20.5431,4000,184.3395,10.0913,432.6027
2006,"Truck",21.32584,3921.446,178.0521,10.147,416.7246
1978,"Sedan",25.49157,2376.244,67,15.436,348.6251
1979,"Sedan",25.15467,2403.961,67,16.9825,353.2943
1980,"Sedan",23.9939,2401.64,68.5638,16.9458,370.3858
1981,"Sedan",26.59597,2399.951,70.3468,16.3839,334.1483
1982,"Sedan",26.92669,2526.265,70.6085,17.9977,330.0442
1983,"Sedan",26.6215,2557.027,73.0698,16.3783,333.8279
1984,"Sedan",26.48737,2583.184,73.4363,16.3939,335.5184
1985,"Sedan",25.93653,2632.381,85.9526,14.674,342.6442
1986,"Sedan",25.51021,2671.825,88.8426,13.9288,348.3703
1987,"Sedan",24.84315,2727.417,89.7543,14.3454,357.7243
1988,"Sedan",26.32664,2612.603,89.7822,14.1627,337.5668
1989,"Sedan",26.27877,2621.284,87.8514,14.0266,338.1818
1990,"Sedan",23.42426,3079.538,116.127,11.8692,379.393
1991,"Sedan",23.49401,3078.693,115.1073,12.208,378.2667
1992,"Sedan",23.28883,3187.992,147.2725,10.6486,381.5993
1993,"Sedan",24.13606,3037.208,116.8437,10.8742,368.2042
1994,"Sedan",23.19892,3172.409,126.6293,10.4647,383.0782
1995,"Sedan",23.44574,3193.326,132.3067,11.049,379.0454
1996,"Sedan",22.48275,3333.15,141.6439,10.6503,395.2808
1997,"Sedan",22.88479,3324.598,151.7028,10.1519,388.3365
1998,"Sedan",22.60711,3362.891,154.9708,10.3652,393.1064
1999,"Sedan",22.39066,3396.331,156.9935,10.2911,396.9065
2000,"Sedan",22.53632,3431.089,162.6696,9.6391,394.3413
2001,"Sedan",22.26471,3776.255,170.4491,9.783,399.1518
2002,"Sedan",21.82921,3698.018,185.0109,9.2021,407.115
2003,"Sedan",21.81362,3748.607,179.9081,9.4436,407.406
2004,"Sedan",21.50358,3706.035,191.5443,9.1186,413.28
2005,"Sedan",21.72874,3574.683,198.0915,8.6838,408.9976
2006,"Sedan",22.18792,3543.634,194.0331,8.7854,400.5333
2007,"Sedan",22.46261,3531.097,188.0163,8.9605,395.6352
2008,"Sedan",22.74492,3533.099,182.0268,9.2465,390.7246
2009,"Sedan",22.83073,3517.517,178.5469,9.1542,389.2561
2010,"Sedan",23.80542,3519.374,180.9859,8.9324,373.3183
2011,"Sedan",23.718,3520.036,193.9418,8.5886,374.6944
2012,"Sedan",27.21958,3450.74,170.3608,9.1322,326.4929
2013,"Sedan",27.51141,3412.669,177.6125,8.8626,323.0296
2014,"Sedan",27.84566,3461.514,172.1518,9.0879,319.1521
2015,"Sedan",28.47042,3553.507,185.6106,8.7576,312.1486
2016,"Sedan",28.2513,3570.933,188.9481,8.7251,314.5696
2017,"Sedan",28.58857,3670.325,189.45,8.8331,310.8585
2018,"Sedan",28.44361,3650.943,187.2433,8.8501,312.4427
2019,"Sedan",29.08761,3635.755,183.7096,9.0047,305.5253
2020,"Sedan",28.14414,3648.876,199.659,8.5236,315.7674
2021,"Sedan",27.3025,3674.738,212.2095,8.2041,325.5014
1998,"SUV",21.77232,3500,165,10.5044,408.1788
1999,"SUV",21.82181,3500,165,10.4815,407.2531
2000,"SUV",22.40434,3500,165,10.0172,396.6642
2001,"SUV",22.30608,3500,165,9.8981,398.4116
2002,"SUV",22.31069,3500,165,10.0682,398.3293
2003,"SUV",21.90456,3500,165,9.9907,405.7146
2004,"SUV",21.56663,3500,172.981,9.7527,412.0717
2005,"SUV",22.56224,3500,170.0369,9.787,393.8882
2006,"SUV",20.9253,3855.635,202.5517,9.2937,424.7011
2007,"SUV",21.56611,3707.806,191.2904,9.5177,412.0818
2008,"SUV",20.91157,3882.13,205.8656,9.3302,424.9801
2009,"SUV",22.38842,3571.21,178.6772,9.6153,396.9463
2010,"SUV",23.28852,3694.159,175.9512,9.7963,381.6044
2011,"SUV",23.77559,3814.997,181.0278,9.7288,373.7867
2012,"SUV",23.79534,3800.244,179.1209,9.7752,373.4765
2013,"SUV",25.76843,3778.458,171.2274,9.9388,344.8794
2014,"SUV",27.16233,3684.387,171.3193,9.6489,327.1811
2015,"SUV",27.89075,3684.374,173.851,9.5538,318.6361
2016,"SUV",27.98806,3698.52,172.1121,9.6513,317.5282
2017,"SUV",28.47949,3743.549,177.4802,9.528,312.0491
2018,"SUV",28.77334,3688.105,174.1069,9.5722,308.8623
2019,"SUV",28.29996,3953.989,185.9353,9.5261,313.8888
2020,"SUV",28.5577,4044.187,195.8434,9.28,310.9645
2021,"SUV",28.91995,3923.561,192.5503,9.2266,307.174
1984,"Van",22.94732,3395.704,90,17.9123,387.2784
1985,"Van",22.60077,3274.36,90,17.2969,393.2167
1986,"Van",22.24258,3435.097,101,15.748,399.5489
1987,"Van",21.45841,3284.856,101,15.6237,414.1499
1988,"Van",21.63343,3515.253,101,16.4578,410.7994
1989,"Van",21.5581,3552.484,101,16.0532,412.2348
1991,"Van",19.07786,4000,138,13.174,465.828
1992,"Van",18.55907,4000,138,12.8859,478.8494
1993,"Van",18.1041,4000,138,12.0693,490.8832
1994,"Van",18.199,4024.779,140.8354,11.9316,488.3234
1995,"Van",18.58402,4104.281,157.8556,11.5843,478.2066
1996,"Van",18.38098,4065.383,161,11.2739,483.4888
1997,"Van",18.17699,4136.88,161,11.3826,488.9148
1998,"Van",19.84481,4000,194,9.937,447.8249
1999,"Van",19.6864,4000,190,10.4548,451.4283
2000,"Van",19.61639,4000,190,9.9949,453.0396
2001,"Van",19.97846,4000,210,9.2414,444.8292
2002,"Van",19.92389,4000,210,9.3827,446.0473
2003,"Van",19.8558,4000,210,9.3012,447.5771
2004,"Van",20.51443,4499.995,230,9.0912,433.2073
2005,"Van",19.87657,4500,230,9.0402,447.1093
2006,"Van",19.95003,4500,215,9.505,445.4629
2007,"Van",20.83518,4500,266,8.3668,426.5381
2008,"Van",20.77828,4500,266,8.4229,427.7061
2009,"Van",20.821,4500,266,8.2305,426.8286
2010,"Van",20.76959,4500,266,8.325,427.8853
2011,"Van",20.79025,4552.046,262.8736,8.2276,427.4599
2012,"Van",21.10183,4553.288,261.0384,8.282,421.1483
2013,"Van",21.05625,4576.55,269.8762,8.0978,422.06
2014,"Van",21.06349,4575.36,266,8.1674,421.9149
2015,"Van",21.00461,4581.314,266,8.1758,423.0975
2016,"Van",20.98616,4586.108,266,8.1826,423.4695
2017,"Van",22.26408,4844.155,295,7.4715,399.1631
2018,"Van",22.36424,4844.206,296,7.4514,397.3755
2019,"Van",22.27669,4857.364,296,7.4716,398.9372
2020,"Van",22.3173,4825.662,296,7.4398,398.2113
2021,"Van",35.76482,5000,189,7.4203,248.4844
1978,"Truck",20.91205,2865.643,93.1062,13.7884,424.9703
1979,"Truck",16.64811,2814.43,90.32,15.138,533.8143
1980,"Truck",18.31165,2864.966,93.3799,15.3441,485.3196
1981,"Truck",22.54847,2887.813,94.0649,15.3086,399.7761
1982,"Truck",21.77446,3012.523,94.7061,16.6204,413.2027
1983,"Truck",21.66277,3032.592,97.372,14.8446,411.8564
1984,"Truck",21.3625,3035.754,98.8771,14.585,416.8245
1985,"Truck",22.97451,3107.109,106.559,13.9333,387.2641
1986,"Truck",22.36946,3129.312,107.0171,13.3733,397.2826
1987,"Truck",22.42228,3113.761,105.4214,13.6522,396.3469
1988,"Truck",21.09625,3180.7,112.979,13.358,421.2597
1989,"Truck",19.6572,3377.09,122.7943,12.6008,452.099
1990,"Truck",19.30153,3396.047,124.5239,11.7746,460.4298
1991,"Truck",19.7459,3413.393,123.8548,11.8726,450.0682
1992,"Truck",19.61654,3366.145,122.036,11.6285,453.0361
1993,"Truck",19.64433,3394.094,123.6604,10.8663,452.3952
1994,"Truck",19.97683,3382.253,120.9944,10.9341,444.8653
1995,"Truck",19.08521,3533.252,140.1461,10.7231,465.6485
1996,"Truck",19.23644,3507.567,161.4509,9.9918,461.9878
1997,"Truck",16.62184,4085.508,186.9265,10.0314,534.6581
1998,"Truck",19.23663,3432.089,158.0643,10.3115,461.9832
1999,"Truck",18.73201,3548.933,162.0719,10.3698,474.4284
2000,"Truck",16.75348,4110.011,196.6381,9.6146,530.457
2001,"Truck",17.01784,4046.013,190.548,9.6155,522.2166
2002,"Truck",16.7289,4139.712,193.3514,9.8082,531.2363
2003,"Truck",16.81548,4147.952,194.4665,9.6892,528.5012
2004,"Truck",16.46898,4296.265,196.2226,9.8189,539.6206
2005,"Truck",17.1522,4476.261,246.5334,8.389,518.1258
2006,"Truck",17.22102,4485.425,236.6587,8.7129,516.0553
2007,"Truck",17.01622,4928.56,283.0353,8.335,522.2663
2008,"Truck",16.85187,4978.295,288.8177,8.3309,527.3598
2009,"Truck",18.66845,4359.705,227.6173,8.8829,476.0437
2010,"Truck",17.25731,5029.725,288.14,8.2762,514.9702
2011,"Truck",17.5546,4917.483,276.8319,8.4642,506.2492
2012,"Truck",17.60482,4945.775,277.9335,8.4927,504.8049
2013,"Truck",18.03592,4768.205,262.2615,8.6672,492.739
2014,"Truck",17.34559,5035.81,288.6989,8.3609,512.3493
2015,"Truck",17.67787,4842.363,271.1557,8.5398,502.719
2016,"Truck",18.11232,5052.861,303.8911,7.9211,490.6606
2017,"Truck",18.65956,4910.025,294.1654,7.9712,476.2707
2018,"Truck",18.17813,4984.715,299.9166,7.932,488.8842
2019,"Truck",18.59251,4891.703,293.5082,7.9696,477.9882
2020,"Truck",18.40607,4915.922,296.6994,7.9541,482.8299
2021,"Truck",18.61514,4874.453,294.9977,7.9316,477.407
1978,"Sedan",22.83889,2621.786,82.4283,14.3747,389.1169
1979,"Sedan",20.45423,2700.812,81.1442,15.9887,434.4823
1980,"Sedan",23.31827,2620.415,78.3967,16.3285,381.1175
1981,"Sedan",26.27568,2556.901,75.8286,16.6197,338.2215
1982,"Sedan",25.90824,2575.09,80.6366,17.2322,343.0183
1983,"Sedan",27.74964,2662.834,84.7257,15.8089,320.2564
1984,"Sedan",27.97563,2697.108,87.0437,15.5241,318.2701
